Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl Lenght,TargetWordSyl Lenght,PositionSource, PositionTarget,Simple PositionSource,Simple PositionTarget,Previous Source,Next Source,Previous Target,Next Target,Process,TargetOrthography,Translation,Reference,Notes
Kannur,tɾipə,tɾipɐ,tɾi'pə,ˈtɾipɐ,tɾi,tɾi,2,2,1,1,Initial,Initial,0,pə,0,pɐ,,tripa,guts,Clements2012[37-41],
Kannur,tɾipə,tɾipɐ,tɾi'pə,ˈtɾipɐ,pə,pɐ,2,2,2,2,Final,Final,tɾi,2,tɾi,2,,tripa,guts,Clements2012[37-41],
Kannur,kabeli,kɐbelu,ka'be'li,kɐˈbe'lu,ka,kɐ,3,3,1,1,Initial,Initial,0,be,0,be,,cabelo,hair,Clements2012[37-41],
Kannur,kabeli,kɐbelu,ka'be'li,kɐˈbe'lu,be,be,3,3,2,2,Medial,Medial,ka,li,kɐ,lu,,cabelo,hair,Clements2012[37-41],
Kannur,kabeli,kɐbelu,ka'be'li,kɐˈbe'lu,li,lu,3,3,3,3,Final,Initial,be,3,be,3,,cabelo,hair,Clements2012[37-41],
Kannur,mɔ̃,mɐ̃w̃,mɔ̃,ˈmɐ̃w̃,mɔ̃,ˈmɐ̃w̃,1,,1,1,Final,Medial,0,1,0,1,,mão,hand,Clements2012[37-41],
Kannur,eli,eɫɨ,e'li,ˈeɫɨ,e,e,2,2,1,1,Initial,Final,0,li,0,ɫɨ,,ele,he,Clements2012[37-41],
Kannur,eli,eɫɨ,e'li,ˈeɫɨ,li,ɫɨ,2,2,2,2,Final,Initial,e,2,e,2,,ele,he,Clements2012[37-41],
Kannur,kabesə,kɐbesɐ,ka'be'sə,kɐˈbe'sɐ,ka,kɐ,3,3,1,1,Initial,Final,0,be,0,be,,cabeça,head,Clements2012[37-41],
Kannur,kabesə,kɐbesɐ,ka'be'sə,kɐˈbe'sɐ,be,be,3,3,2,2,Medial,Initial,ka,sə,kɐ,sɐ,,cabeça,head,Clements2012[37-41],
Kannur,kabesə,kɐbesɐ,ka'be'sə,kɐˈbe'sɐ,sə,sɐ,3,3,3,3,Final,Final,be,3,be,3,,cabeça,head,Clements2012[37-41],
Kannur,oí,oviɾ,o'í,oˈviɾ,o,o,2,2,1,1,Initial,Initial,0,í,0,viɾ,Apocope,ouvir,hear,Clements2012[37-41],
Kannur,oí,oviɾ,o'í,oˈviɾ,í,viɾ,2,2,2,2,Final,Final,o,2,o,2,Apocope,ouvir,hear,Clements2012[37-41],
Kannur,koɾso,kuɾɐsɐ̃w̃,koɾ'so,ku'ɾɐˈsɐ̃w̃,koɾ,ku,2,3,1,1,Initial,Initial,0,,0,ɾɐ,Syncope,coração,heart,Clements2012[37-41],
Kannur,koɾso,kuɾɐsɐ̃w̃,koɾ'so,ku'ɾɐˈsɐ̃w̃,,ɾɐ,2,3,0,2,#N/A,Final,koɾ,So,ku,sɐ̃w̃,Syncope,coração,heart,Clements2012[37-41],
Kannur,koɾso,kuɾɐsɐ̃w̃,koɾ'so,ku'ɾɐˈsɐ̃w̃,So,sɐ̃w̃,2,3,2,3,Final,Initial,,2,ɾɐ,3,Syncope,coração,heart,Clements2012[37-41],
Kannur,pezad,pɨzadu,pe'zad,pɨˈza'du,Pe,pɨ,2,3,1,1,Initial,Medial,0,,0,za,Apocope,pesado,heavy,Clements2012[37-41],
Kannur,pezad,pɨzadu,pe'zad,pɨˈza'du,,za,2,3,,2,#N/A,Final,Pe,zad,pɨ,du,Apocope,pesado,heavy,Clements2012[37-41],
Kannur,pezad,pɨzadu,pe'zad,pɨˈza'du,zad,du,2,3,2,3,Final,Initial,,2,za,3,Apocope,pesado,heavy,Clements2012[37-41],
Kannur,ɛki,ɐki,ɛ'ki,ɐˈki,ɛ,ɐ,2,2,1,1,Initial,Final,0,ki,0,ki,,aqui,here,Clements2012[37-41],
Kannur,ɛki,ɐki,ɛ'ki,ɐˈki,ki,ki,2,2,2,2,Final,Initial,ɛ,2,ɐ,2,,aqui,here,Clements2012[37-41],
Kannur,dali,daʎɨ,da'li,ˈda-ʎɨ,da,da,2,2,1,1,Initial,Medial,0,li,0,ʎɨ,,dá-lhe,hit,Clements2012[37-41],
Kannur,dali,daʎɨ,da'li,ˈda-ʎɨ,li,ʎɨ,2,2,2,2,Final,Final,da,2,da,2,,dá-lhe,hit,Clements2012[37-41],
Kannur,tama,tumaɾ,ta'ma,tuˈmaɾ,Ta,tu,2,2,1,1,Initial,Initial,0,ma,0,maɾ,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,tama,tumaɾ,ta'ma,tuˈmaɾ,ma,maɾ,2,2,2,2,Final,Medial,Ta,2,tu,tu,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,təma,tumaɾ,tə'ma,tuˈmaɾ,tə,tu,2,2,1,1,Initial,Final,0,ma,maɾ,maɾ,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,təma,tumaɾ,tə'ma,tuˈmaɾ,ma,maɾ,2,2,2,2,Final,Initial,tə,2,tu,2,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,kɛlɛj,kɨ ɫajɐ,kɛ'lɛj,kɨ ˈɫaj'ɐ,kɛ,kɨ,2,3,1,1,Initial,Medial,0,lɛj,0,ɫaj,,que laia,how,Clements2012[37-41],
Kannur,kɛlɛj,kɨ ɫajɐ,kɛ'lɛj,kɨ ˈɫaj'ɐ,lɛj,ɫaj,2,3,2,2,Final,Final,kɛ,,kɨ,ɫɐ,,que laia,how,Clements2012[37-41],
Kannur,kɛlɛj,kɨ ɫajɐ,kɛ'lɛj,kɨ ˈɫaj'ɐ,,ɫɐ,2,3,,3,#N/A,Initial,lɛj,,ɫaj,3,,que laia,how,Clements2012[37-41],
Kannur,maɾidə,mɐɾidu,ma'ɾi'də,mɐˈɾi'du,ma,mɐ,3,3,1,1,Initial,Medial,0,ɾi,0,ɾi,,marido,husband,Clements2012[37-41],
Kannur,maɾidə,mɐɾidu,ma'ɾi'də,mɐˈɾi'du,ɾi,ɾi,3,3,2,2,Medial,Final,ma,də,mɐ,du,,marido,husband,Clements2012[37-41],
Kannur,maɾidə,mɐɾidu,ma'ɾi'də,mɐˈɾi'du,də,du,3,3,3,3,Final,Initial,ɾi,3,ɾi,3,,marido,husband,Clements2012[37-41],
Kannur,jo,ew,jo,ew,jo,ew,1,1,1,1,Final,Final,0,1,0,1,,eu,I,Clements2012[37-41],
Kannur,ajs,ʒeɫu,ajs,ˈʒeɫu,ajs,ʒe,1,2,1,1,Final,Initial,0,,0,ɫu,,,ice,Clements2012[37-41],English or Dutch origin
Kannur,ajs,ʒeɫu,ajs,ˈʒeɫu,,ɫu,1,2,,2,#N/A,Final,ajs,,ʒe,2,,,ice,Clements2012[37-41],English or Dutch origin
Kannur,sə,sɨ,sə,sɨ,sə,sɨ,1,1,1,1,Final,-,0,1,0,1,,se,if,Clements2012[37-41],
Kannur,dɛntɾə,dẽtɾu,dɛn'tɾə,ˈdẽtɾu,dɛn,dẽ,2,2,1,1,Initial,Initial,0,tɾə,0,tɾu,,dentro,inside,Clements2012[37-41],
Kannur,dɛntɾə,dẽtɾu,dɛn'tɾə,ˈdẽtɾu,tɾə,tɾu,2,2,2,2,Final,Initial,dɛn,2,dẽ,2,,dentro,inside,Clements2012[37-41],
Kannur,matæ,mɐtaɾ,ma'tæ,mɐˈtaɾ,ma,mɐ,2,3,1,1,Initial,Initial,0,tæ,0,taɾ,Apocope,matar,kill,Clements2012[37-41],
Kannur,matæ,mɐtaɾ,ma'tæ,mɐˈtaɾ,tæ,taɾ,2,3,2,2,Final,-,ma,2,mɐ,2,Apocope,matar,kill,Clements2012[37-41],
Kannur,kunsɛ,kuɲɨseɾ,kun'sɛ,ku'ɲɨˈseɾ,,ku,2,3,-,1,-,Final,0,kun,0,ɲɨ,Apocope,conhecer,know,Clements2012[37-41],
Kannur,kunsɛ,kuɲɨseɾ,kun'sɛ,ku'ɲɨˈseɾ,kun,ɲɨ,2,3,1,2,Initial,Initial,,sɛ,ku,seɾ,Apocope,conhecer,know,Clements2012[37-41],
Kannur,kunsɛ,kuɲɨseɾ,kun'sɛ,ku'ɲɨˈseɾ,sɛ,seɾ,2,3,2,3,Final,Final,kun,2,ɲɨ,3,Apocope,conhecer,know,Clements2012[37-41],
Kannur,sabɛ,sɐbeɾ,sa'bɛ,sɐˈbeɾ,as,sɐ,2,2,1,1,Initial,Final,0,bɛ,0,beɾ,Apocope,saber,know,Clements2012[37-41],
Kannur,sabɛ,sɐbeɾ,sa'bɛ,sɐˈbeɾ,bɛ,beɾ,2,2,2,2,Final,Initial,as,2,sɐ,2,Apocope,saber,know,Clements2012[37-41],
Kannur,ɾihɛ,ʁiɾ,ɾi'hɛ,ʁiɾ,ɾi,ʁi,2,2,1,1,Initial,Medial,0,hɛ,0,ɾ,,rir,laugh,Clements2012[37-41],
Kannur,ɾihɛ,ʁiɾ,ɾi'hɛ,ʁiɾ,hɛ,ɾ,2,2,2,2,Final,Final,ɾi,2,ʁi,ʁi,,rir,laugh,Clements2012[37-41],
Kannur,ɾiɛ,ʁiɾ,ɾi'ɛ,ʁiɾ,ɾi,ʁi,2,2,1,1,Initial,Initial,0,ɛ,ɾ,ɾ,,rir,laugh,Clements2012[37-41],
Kannur,ɾiɛ,ʁiɾ,ɾi'ɛ,ʁi,ɛ,ɾ,2,2,2,2,Final,Final,ɾi,2,ʁi,2,,rir,laugh,Clements2012[37-41],
Kannur,fɔʎə,foʎɐ,fɔ'ʎə,ˈfoʎɐ,fɔ,fo,2,2,1,1,Initial,Initial,0,ʎə,0,ʎɐ,,folha,leaf,Clements2012[37-41],
Kannur,fɔʎə,foʎɐ,fɔ'ʎə,ˈfoʎɐ,ʎə,ʎɐ,2,2,2,2,Final,Final,fɔ,2,fo,2,,folha,leaf,Clements2012[37-41],
Kannur,left,ʃkeɾdɐ,left,ʃˈkeɾ'dɐ,left,ʃ,1,3,1,1,Final,Initial,0,,0,keɾ,,à esquerda,leftside,Clements2012[37-41],English origin
Kannur,left,ʃkeɾdɐ,left,ʃˈkeɾ'dɐ,,keɾ,1,3,2,2,Medial,Medial,left,,ʃ,dɐ,,à esquerda,leftside,Clements2012[37-41],English origin
Kannur,left,ʃkeɾdɐ,left,ʃˈkeɾ'dɐ,,dɐ,1,3,,3,#N/A,Final,,,keɾ,3,,à esquerda,leftside,Clements2012[37-41],English origin
Kannur,pɛ,peɾnɐ,pɛ,ˈpeɾnɐ,pɛ,peɾ,1,2,1,1,Final,Initial,0,,0,nɐ,,perna,leg,Clements2012[37-41],
Kannur,pɛ,peɾnɐ,pɛ,ˈpeɾnɐ,,nɐ,1,2,,2,#N/A,Final,pɛ,,peɾ,2,,perna,leg,Clements2012[37-41],
Kannur,dɛtɛ,dɐjtadu,dɛ'tɛ,dɐjˈta'du,dɛ,dɐj,2,3,1,1,Initial,Initial,0,tɛ,0,Ta,,estar deitado,lie,Clements2012[37-41],
Kannur,dɛtɛ,dɐjtadu,dɛ'tɛ,dɐjˈta'du,tɛ,Ta,2,3,2,2,Final,Medial,dɛ,,dɐj,du,,estar deitado,lie,Clements2012[37-41],
Kannur,dɛtɛ,dɐjtadu,dɛ'tɛ,dɐjˈta'du,,du,2,3,-,3,-,Final,tɛ,-,Ta,3,,estar deitado,lie,Clements2012[37-41],
Kannur,liveɾ,figɐdu,li'veɾ,ˈfigɐ'du,li,fi,2,3,1,1,Initial,Initial,0,veɾ,0,gɐ,,,liver,Clements2012[37-41],
Kannur,liveɾ,figɐdu,li'veɾ,ˈfigɐ'du,veɾ,gɐ,2,3,2,2,Final,Medial,li,,fi,du,,,liver,Clements2012[37-41],
Kannur,liveɾ,figɐdu,li'veɾ,ˈfigɐ'du,,du,2,3,,3,#N/A,Final,veɾ,,gɐ,3,,,liver,Clements2012[37-41],
Kannur,kumpɾidə,kõpɾidu,kum'pɾi'də,kõˈpɾi'du,kum,kõ,3,3,1,1,Initial,Initial,0,pɾi,0,pɾi,,comprido,long,Clements2012[37-41],
Kannur,kumpɾidə,kõpɾidu,kum'pɾi'də,kõˈpɾi'du,pɾi,pɾi,3,3,2,2,Medial,Medial,kum,də,kõ,du,,comprido,long,Clements2012[37-41],
Kannur,kumpɾidə,kõpɾidu,kum'pɾi'də,kõˈpɾi'du,də,du,3,3,3,3,Final,Final,pɾi,3,pɾi,3,,comprido,long,Clements2012[37-41],
Kannur,pioji,pioʎu,pio'ji,piˈo'ʎu,pio,pi,2,3,1,1,Initial,Initial,0,,0,o,,piolho,louse,Clements2012[37-41],
Kannur,pioji,pioʎu,pio'ji,piˈo'ʎu,,o,2,3,-,2,-,Final,pio,ji,pi,ʎu,,piolho,louse,Clements2012[37-41],
Kannur,pioji,pioʎu,pio'ji,piˈo'ʎu,ji,ʎu,2,3,2,3,Final,Initial,,2,o,3,,piolho,louse,Clements2012[37-41],
Kannur,ɔmi,omɐ̃j,ɔ'mi,ˈomɐ̃j,ɔ,o,2,2,1,1,Initial,Final,0,mi,0,mɐ̃j,,homem,man,Clements2012[37-41],
Kannur,ɔmi,omɐ̃j,ɔ'mi,ˈomɐ̃j,mi,mɐ̃j,2,2,2,2,Final,Initial,ɔ,2,o,2,,homem,man,Clements2012[37-41],
Kannur,bəstantə,mũjtuʃ,bəs'tan'tə,ˈmũjtuʃ,bəs,mũj,3,2,1,1,Initial,Final,0,tan,0,tuʃ,,muitos,many,Clements2012[37-41],Not cognates
Kannur,bəstantə,mũjtuʃ,bəs'tan'tə,ˈmũjtuʃ,tan,tuʃ,3,2,2,2,Medial,Final,bəs,tə,mũj,,,muitos,many,Clements2012[37-41],Not cognates
Kannur,bəstantə,mũjtuʃ,bəs'tan'tə,ˈmũjtuʃ,tə,,3,2,3,,Final,Initial,tan,3,tuʃ,-,,muitos,many,Clements2012[37-41],Not cognates
Kannur,kaɾni,kaɾnɨ,kaɾ'ni,kaɾ'ni,kaɾ,kaɾ,2,2,1,1,Initial,Initial,0,ni,0,ni,,carne,meat,Clements2012[37-41],
Kannur,kaɾni,kaɾnɨ,kaɾ'ni,kaɾ'ni,ni,ni,2,2,1,1,Initial,Final,kaɾ,1,kaɾ,1,,carne,meat,Clements2012[37-41],
Kannur,luʋaɾə,luaɾ,luʋ'aɾə,luˈaɾ,lu,lu,3,2,1,1,Initial,Initial,0,ʋa,0,-,Epenthesis,luar,moonlight,Clements2012[37-41],
Kannur,luʋaɾə,luaɾ,luʋ'aɾə,luˈaɾ,ʋa,-,3,2,2,,Medial,Medial,lu,ɾə,lu,aɾ,Epenthesis,luar,moonlight,Clements2012[37-41],
Kannur,luʋaɾə,luaɾ,luʋ'aɾə,luˈaɾ,ɾə,aɾ,3,2,3,2,Final,Final,ʋa,3,-,2,Epenthesis,luar,moonlight,Clements2012[37-41],
Kannur,luʋə,luɐ,luʋ'ə,luɐ,luʋ,lu,2,2,1,1,Initial,-,0,ə,0,ɐ,Epenthesis,lua,moon,Clements2012[37-41],
Kannur,luʋə,luɐ,luʋ'ə,luɐ,ə,ɐ,2,2,2,2,Final,Final,luʋ,2,lu,2,Epenthesis,lua,moon,Clements2012[37-41],
Kannur,maj,mɐ̃j̃,maj,mɐ̃j̃,maj,mɐ̃j̃,1,1,1,1,Final,Initial,0,1,0,1,,mãe,mother,Clements2012[37-41],
Kannur,montaɲə,mõtɐɲɐ,mon'ta'ɲə,mõˈtɐ'ɲɐ,mon,mõ,3,3,1,1,Initial,Final,0,Ta,0,tɐ,,montanha,mountain,Clements2012[37-41],
Kannur,montaɲə,mõtɐɲɐ,mon'ta'ɲə,mõˈtɐ'ɲɐ,Ta,tɐ,3,3,2,2,Medial,Initial,mon,ɲə,mõ,ɲɐ,,montanha,mountain,Clements2012[37-41],
Kannur,montaɲə,mõtɐɲɐ,mon'ta'ɲə,mõˈtɐ'ɲɐ,ɲə,ɲɐ,3,3,3,3,Final,Final,Ta,3,tɐ,3,,montanha,mountain,Clements2012[37-41],
Kannur,bɔkə,bokɐ,bɔ'kə,ˈbokɐ,bɔ,bo,2,2,1,1,Initial,Initial,0,kə,0,kɐ,,boca,mouth,Clements2012[37-41],
Kannur,bɔkə,bokɐ,bɔ'kə,ˈbokɐ,kə,kɐ,2,2,2,2,Final,Medial,bɔ,2,bo,2,,boca,mouth,Clements2012[37-41],
Kannur,,nomɨ,nɔ'mi,ˈnomɨ,nɔ,no,2,2,1,1,Initial,Final,0,mi,0,mɨ,,nome,name,Clements2012[37-41],
Kannur,,nomɨ,nɔ'mi,ˈnomɨ,mi,mɨ,2,2,2,2,Final,Initial,nɔ,2,no,2,,nome,name,Clements2012[37-41],
Kannur,idungija,ʃtɾɐjtu,i'dun'gija,ʃˈtɾɐj'tu,i,ʃ,3,3,1,1,Initial,Final,0,dun,0,tɾɐj,,estreito,narrow,Clements2012[37-41],Malayam Origin
Kannur,idungija,ʃtɾɐjtu,i'dun'gija,ʃˈtɾɐj'tu,dun,tɾɐj,3,3,2,2,Medial,Initial,i,gija,ʃ,tu,,estreito,narrow,Clements2012[37-41],Malayam Origin
Kannur,idungija,ʃtɾɐjtu,i'dun'gija,ʃˈtɾɐj'tu,gija,tu,3,3,3,3,Final,Final,dun,3,tɾɐj,3,,estreito,narrow,Clements2012[37-41],Malayam Origin
Kannur,pɛɾtə,peɾtu,pɛɾ'tə,ˈpeɾtu,pɛɾ,peɾ,2,2,1,1,Initial,Initial,0,tə,0,tu,,perto,near,Clements2012[37-41],
Kannur,pɛɾtə,peɾtu,pɛɾ'tə,ˈpeɾtu,tə,tu,2,2,2,2,Final,Medial,pɛɾ,2,peɾ,2,,perto,near,Clements2012[37-41],
Kannur,piskos,pɨʃkosu,pis'kos,pɨʃˈko'su,pis,pɨʃ,2,3,1,1,Initial,Final,0,,0,ko,Apocope,pescoço,neck,Clements2012[37-41],
Kannur,piskos,pɨʃkosu,pis'kos,pɨʃˈko'su,,ko,2,3,-,2,-,Initial,pis,kos,pɨʃ,su,Apocope,pescoço,neck,Clements2012[37-41],
Kannur,piskos,pɨʃkosu,pis'kos,pɨʃˈko'su,kos,su,2,3,2,3,Final,Final,,2,ko,3,Apocope,pescoço,neck,Clements2012[37-41],
Kannur,gaɾgantə,gɐɾgãtɐ,gaɾ'gan'tə,gɐɾˈgã'tɐ,gaɾ,gɐɾ,3,3,1,1,Initial,Initial,0,gan,0,gã,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgantə,gɐɾgãtɐ,gaɾ'gan'tə,gɐɾˈgã'tɐ,gan,gã,3,3,2,2,Medial,Medial,gaɾ,tə,gɐɾ,tɐ,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgantə,gɐɾgãtɐ,gaɾ'gan'tə,gɐɾˈgã'tɐ,tə,tɐ,3,3,3,3,Final,Final,gan,3,gã,gɐɾ,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgæntə,gɐɾgãtɐ,gaɾ'gæn'tə,gɐɾˈgã'tɐ,gaɾ,gɐɾ,3,3,1,1,Initial,Initial,0,gæn,tɐ,gã,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgæntə,gɐɾgãtɐ,gaɾ'gæn'tə,gɐɾˈgã'tɐ,gæn,gã,3,3,2,2,Medial,Final,gaɾ,tə,gɐɾ,tɐ,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgæntə,gɐɾgãtɐ,gaɾ'gæn'tə,gɐɾˈgã'tɐ,tə,tɐ,3,3,3,3,Final,Initial,gæn,3,gã,3,,garganta,throat,Clements2012[37-41],
Kannur,nɔʋə,novu,nɔ'ʋə,ˈnovu,nɔ,no,2,2,1,1,Initial,Initial,0,ʋə,0,vu,,novo,new,Clements2012[37-41],
Kannur,nɔʋə,novu,nɔ'ʋə,ˈnovu,ʋə,vu,2,2,2,2,Final,Medial,nɔ,2,no,2,,novo,new,Clements2012[37-41],
Kannur,nojti,nojtɨ,noj'ti,ˈnojtɨ,noj,noj,2,2,1,1,Initial,Medial,0,ti,0,tɨ,,noite,night,Clements2012[37-41],
Kannur,nojti,nojtɨ,noj'ti,ˈnojtɨ,ti,tɨ,2,2,2,2,Final,Initial,noj,2,noj,2,,noite,night,Clements2012[37-41],
Kannur,naɾis,nɐɾiʒ,na'ɾis,nɐˈɾiʒ,na,nɐ,2,2,1,1,Initial,Medial,0,ɾis,0,ɾiʒ,,nariz,nose,Clements2012[37-41],
Kannur,naɾis,nɐɾiʒ,na'ɾis,nɐˈɾiʒ,ɾis,ɾiʒ,2,2,2,2,Final,Final,na,2,nɐ,2,,nariz,nose,Clements2012[37-41],
Kannur,na,nɐ̃w,na,ˈnɐ̃w,na,ˈnɐ̃w,1,1,1,1,Final,Initial,0,1,0,ˈnɐ̃w,,não,not,Clements2012[37-41],
Kannur,nu,nɐ̃w,nu,ˈnɐ̃w,nu,ˈnɐ̃w,1,2,1,1,Final,Medial,0,1,ˈnɐ̃w,1,,não,not,Clements2012[37-41],
Kannur,ʋæli,veʎu,ʋæ'li,ˈveʎu,ʋæ,ve,2,2,1,1,Initial,Final,0,li,0,ʎu,,velho,old,Clements2012[37-41],
Kannur,ʋæli,veʎu,ʋæ'li,ˈveʎu,li,ʎu,2,2,2,2,Final,Initial,ʋæ,2,ve,2,,velho,old,Clements2012[37-41],
Kannur,ʋeliz,vɨʎisɨ,ʋe'liz,vɨˈʎi'sɨ,ʋe,vɨ,2,3,1,1,Initial,Final,0,,0,ʎi,,velhice,old age,Clements2012[37-41],
Kannur,ʋeliz,vɨʎisɨ,ʋe'liz,vɨˈʎi'sɨ,,ʎi,2,3,,2,#N/A,Initial,ʋe,liz,vɨ,sɨ,,velhice,old age,Clements2012[37-41],
Kannur,ʋeliz,vɨʎisɨ,ʋe'liz,vɨˈʎi'sɨ,liz,sɨ,2,3,2,3,Final,Final,,2,ʎi,3,,velhice,old age,Clements2012[37-41],
Kannur,uŋa,ũ,u'ŋa,ũ,u,,2,1,1,,Initial,Initial,0,ŋa,0,ũ,,um,one,Clements2012[37-41],
Kannur,uŋa,ũ,u'ŋa,ũ,ŋa,ũ,2,1,2,1,Final,-,u,2,,1,,um,one,Clements2012[37-41],
Kannur,dusɾɛ,otɾu,dus'ɾɛ,ˈotɾu,dus,o,2,2,1,1,Initial,Final,0,ɾɛ,0,tɾu,,,other,Clements2012[37-41],
Kannur,dusɾɛ,otɾu,dus'ɾɛ,ˈotɾu,ɾɛ,tɾu,2,2,2,2,Final,Initial,dus,2,o,o,,,other,Clements2012[37-41],
Kannur,otɾə,otɾu,o'tɾə,ˈotɾu,o,o,2,2,1,1,Initial,-,0,tɾə,tɾu,tɾu,,outro,other,Clements2012[37-41],
Kannur,otɾə,otɾu,o'tɾə,ˈotɾu,tɾə,tɾu,2,2,2,2,Final,Final,o,2,o,2,,outro,other,Clements2012[37-41],
Kannur,peso,pɨsoɐ,pe'so,pɨˈso'ɐ,Pe,pɨ,2,3,1,1,Initial,Initial,0,So,0,Só,Apocope,pessoa,person,Clements2012[37-41],
Kannur,peso,pɨsoɐ,pe'so,pɨˈso'ɐ,So,Só,2,3,2,2,Final,Medial,Pe,pe'so,pɨ,ɐ,Apocope,pessoa,person,Clements2012[37-41],
Kannur,peso,pɨsoɐ,pe'so,pɨˈso'ɐ,pe'so,ɐ,2,3,3,3,Medial,Final,So,3,Só,3,Apocope,pessoa,person,Clements2012[37-41],
Kannur,bɾinkə,bɾĩkaɾ,bɾin'kə,bɾĩˈkaɾ,bɾin'kə,bɾĩ.ˈkaɾ,2,2,1,1,Initial,Initial,0,bɾin'kə,0,bɾĩ.ˈkaɾ,Apocope,brincar,play,Clements2012[37-41],
Kannur,bɾinkə,bɾĩkaɾ,bɾin'kə,bɾĩˈkaɾ,bɾin'kə,bɾĩ.ˈkaɾ,2,2,2,2,Final,Medial,bɾin'kə,2,bɾĩ.ˈkaɾ,2,Apocope,brincar,play,Clements2012[37-41],
Kannur,pwisɛ,puʃaɾ,pwi'sɛ,puˈʃaɾ,pwi'sɛ,pu.ˈʃaɾ,2,2,1,1,Initial,Final,0,pwi'sɛ,0,pu.ˈʃaɾ,,puxar,pull,Clements2012[37-41],
Kannur,pwisɛ,puʃaɾ,pwi'sɛ,puˈʃaɾ,pwi'sɛ,pu.ˈʃaɾ,2,2,2,2,Final,Final,pwi'sɛ,2,pu.ˈʃaɾ,2,,puxar,pull,Clements2012[37-41],
Kannur,puʃɛ,ẽpuʁaɾ,pu'ʃɛ,ẽ'puˈʁaɾ,pu,ẽ,2,3,1,1,Initial,Initial,0,ʃɛ,0,pu,,empurrar,push,Clements2012[37-41],not cognates. May come from english “push”
Kannur,puʃɛ,ẽpuʁaɾ,pu'ʃɛ,ẽ'puˈʁaɾ,ʃɛ,pu,2,3,2,2,Final,Final,pu,,ẽ,ʁaɾ,,empurrar,push,Clements2012[37-41],
Kannur,puʃɛ,ẽpuʁaɾ,pu'ʃɛ,ẽ'puˈʁaɾ,,ʁaɾ,2,3,,3,#N/A,Initial,ʃɛ,,pu,3,,empurrar,push,Clements2012[37-41],
Kannur,t̠ʃuʋə,ʃuvɐ,t̠ʃu'ʋə,ˈʃuvɐ,t̠ʃu,ʃu,2,2,1,1,Initial,Final,0,ʋə,0,vɐ,,chuva,rain,Clements2012[37-41],
Kannur,t̠ʃuʋə,ʃuvɐ,t̠ʃu'ʋə,ˈʃuvɐ,ʋə,vɐ,2,2,2,2,Final,Initial,t̠ʃu,2,ʃu,2,,chuva,rain,Clements2012[37-41],
Kannur,bɾəmɛl,vɨɾmɐjʎu,bɾə'mɛl,vɨɾˈmɐj'ʎu,bɾə,vɨɾ,2,3,1,1,Initial,Medial,0,,0,mɐj,Metathesis + Apocope,vermelho,red,Clements2012[37-41],
Kannur,bɾəmɛl,vɨɾmɐjʎu,bɾə'mɛl,vɨɾˈmɐj'ʎu,,mɐj,2,3,,2,#N/A,Final,bɾə,mɛl,vɨɾ,ʎu,Metathesis + Apocope,vermelho,red,Clements2012[37-41],
Kannur,bɾəmɛl,vɨɾmɐjʎu,bɾə'mɛl,vɨɾˈmɐj'ʎu,mɛl,ʎu,2,3,2,3,Final,Initial,,2,mɐj,3,Metathesis + Apocope,vermelho,red,Clements2012[37-41],
Kannur,d̠ʒustə,ʒuʃtu,d̠ʒus'tə,ˈʒuʃ'tu,d̠ʒus,ʒuʃ',2,2,1,1,Initial,Final,0,tə,0,tu,,justo,correct,Clements2012[37-41],
Kannur,d̠ʒustə,ʒuʃtu,d̠ʒus'tə,ˈʒuʃ'tu,tə,tu,2,2,2,2,Final,-,d̠ʒus,2,ʒuʃ',2,,justo,correct,Clements2012[37-41],
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,ɾight,à,2,4,1,1,Initial,Final,0,side,0,di,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,side,di,2,4,2,1,Final,Initial,ɾight,,à,ɾɐj,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,,ɾɐj,2,4,,2,#N/A,Medial,side,,di,tɐ,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,,tɐ,2,4,,3,#N/A,Final,,,ɾɐj,3,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾivəɾ,ʁibɐjɾu,ɾi'vəɾ,ʁiˈbɐj'ɾu,ɾi,ʁi,2,3,1,1,Initial,Initial,0,vəɾ,0,bɐj,,ribeiro,river,Clements2012[37-41],English origin
