Language,SourceWord,TargetWord,SourceWord,TargetWord,SourceWordSyllable,Target word Syllable,TemplateSylSource,TemplateSylTarget,SourceSyllable,TargetSyllable,PositionSource,PositionTarget,Process,TargetOrthography,Translation,Reference,Notes
Kannur,oí,oviɾ,o'í,oˈviɾ,2,2,VV,VCVC,í,viɾ,2,2,Apocope,ouvir,hear,Clements2012[37-41],
Kannur,koɾso,kuɾɐsɐ̃w̃,koɾ'so,ku'ɾɐˈsɐ̃w̃,2,3,CVCCV,CVCVCVṼ,koɾ,ku,1,1,Syncope,coração,heart,Clements2012[37-41],
Kannur,koɾso,kuɾɐsɐ̃w̃,koɾ'so,ku'ɾɐˈsɐ̃w̃,2,3,CVCCV,CVCVCVṼ,,ɾɐ,0,2,Syncope,coração,heart,Clements2012[37-41],
Kannur,koɾso,kuɾɐsɐ̃w̃,koɾ'so,ku'ɾɐˈsɐ̃w̃,2,3,CVCCV,CVCVCVṼ,So,sɐ̃w̃,2,3,Syncope,coração,heart,Clements2012[37-41],
Kannur,pezad,pɨzadu,pe'zad,pɨˈza'du,2,3,CVCVC,CVCVCV,Pe,pɨ,1,1,Apocope,pesado,heavy,Clements2012[37-41],
Kannur,pezad,pɨzadu,pe'zad,pɨˈza'du,2,3,CVCVC,CVCVCV, ,za,,2,Apocope,pesado,heavy,Clements2012[37-41],
Kannur,pezad,pɨzadu,pe'zad,pɨˈza'du,2,3,CVCVC,CVCVCV,zad,du,2,3,Apocope,pesado,heavy,Clements2012[37-41],
Kannur,ɛki, ɐki,ɛ'ki, ɐˈki,2,2,VCV, VCV,ɛ,ɐ,1,1,,aqui,here,Clements2012[37-41],
Kannur,ɛki, ɐki,ɛ'ki, ɐˈki,2,2,VCV, VCV,ki,ki,2,2,,aqui,here,Clements2012[37-41],
Kannur,dali,daʎɨ,da'li,ˈda-ʎɨ,2,2,CVCV,CV-CV,da,da,1,1,,dá-lhe,hit,Clements2012[37-41],
Kannur,dali,daʎɨ,da'li,ˈda-ʎɨ,2,2,CVCV,CV-CV,li,ʎɨ,2,2,,dá-lhe,hit,Clements2012[37-41],
Kannur,tama,tumaɾ ,ta'ma,tuˈmaɾ ,2,2,CVCV,CVCV,Ta,tu,1,1,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,tama,tumaɾ ,ta'ma,tuˈmaɾ ,2,2,CVCV,CVCV,ma,maɾ ,2,2,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,təma,tumaɾ ,tə'ma,tuˈmaɾ ,2,2,CVCV,CVCV,tə,tu,1,1,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,təma,tumaɾ ,tə'ma,tuˈmaɾ ,2,2,CVCV,CVCV,ma,maɾ ,2,2,Apocope,tomar,hold (take),Clements2012[37-41],
Kannur,kɛlɛj,kɨ ɫajɐ,kɛ'lɛj,kɨ ˈɫaj'ɐ,2,3,CVCVC,CVCVCV,kɛ,kɨ,1,1,,que laia,how,Clements2012[37-41],
Kannur,kɛlɛj,kɨ ɫajɐ,kɛ'lɛj,kɨ ˈɫaj'ɐ,2,3,CVCVC,CVCVCV,lɛj,ɫaj,2,2,,que laia,how,Clements2012[37-41],
Kannur,kɛlɛj,kɨ ɫajɐ,kɛ'lɛj,kɨ ˈɫaj'ɐ,2,3,CVCVC,CVCVCV,,ɫɐ,,3,,que laia,how,Clements2012[37-41],
Kannur,maɾidə,mɐɾidu,ma'ɾi'də,mɐˈɾi'du,3,3,CVCVCV,CVCVCV,ma,mɐ,1,1,,marido,husband,Clements2012[37-41],
Kannur,maɾidə,mɐɾidu,ma'ɾi'də,mɐˈɾi'du,3,3,CVCVCV,CVCVCV,ɾi,ɾi,2,2,,marido,husband,Clements2012[37-41],
Kannur,maɾidə,mɐɾidu,ma'ɾi'də,mɐˈɾi'du,3,3,CVCVCV,CVCVCV,də,du,3,3,,marido,husband,Clements2012[37-41],
Kannur,jo,ew ,jo,ew ,1,1,CV,VV ,jo,ew,1,1,,eu,I,Clements2012[37-41],
Kannur,ajs,ʒeɫu ,ajs,ˈʒeɫu ,1,2,VCC,CVCV ,ajs,ʒe,1,1,,,ice,Clements2012[37-41],English or Dutch origin
Kannur,ajs,ʒeɫu ,ajs,ˈʒeɫu ,1,2,VCC,CVCV ,,ɫu ,,2,,,ice,Clements2012[37-41],English or Dutch origin
Kannur,sə,sɨ,sə,sɨ,1,1,CV,CV,sə,sɨ,1,1,,se,if,Clements2012[37-41],
Kannur,dɛntɾə,dẽtɾu,dɛn'tɾə,ˈdẽtɾu,2,2,CVCCCV,CṼCCV,dɛn,dẽ,1,1,,dentro,inside,Clements2012[37-41],
Kannur,dɛntɾə,dẽtɾu,dɛn'tɾə,ˈdẽtɾu,2,2,CVCCCV,CṼCCV,tɾə,tɾu,2,2,,dentro,inside,Clements2012[37-41],
Kannur,matæ,mɐtaɾ,ma'tæ,mɐˈtaɾ,2,3,CVCV,CVCVC,ma,mɐ,1,1,Apocope,matar,kill,Clements2012[37-41],
Kannur,matæ,mɐtaɾ,ma'tæ,mɐˈtaɾ,2,3,CVCV,CVCVC,tæ,taɾ,2,2,Apocope,matar,kill,Clements2012[37-41],
Kannur,kunsɛ,kuɲɨseɾ,kun'sɛ,ku'ɲɨˈseɾ,2,3,CVCCV,CVCVCVC,,ku,,1,Apocope,conhecer,know,Clements2012[37-41],
Kannur,kunsɛ,kuɲɨseɾ,kun'sɛ,ku'ɲɨˈseɾ,2,3,CVCCV,CVCVCVC,kun,ɲɨ,1,2,Apocope,conhecer,know,Clements2012[37-41],
Kannur,kunsɛ,kuɲɨseɾ,kun'sɛ,ku'ɲɨˈseɾ,2,3,CVCCV,CVCVCVC,sɛ,seɾ,2,3,Apocope,conhecer,know,Clements2012[37-41],
Kannur,sabɛ,sɐbeɾ,sa'bɛ,sɐˈbeɾ,2,2,CVCV,CVCVC,as,sɐ,1,1,Apocope,saber,know,Clements2012[37-41],
Kannur,sabɛ,sɐbeɾ,sa'bɛ,sɐˈbeɾ,2,2,CVCV,CVCVC,bɛ,beɾ,2,2,Apocope,saber,know,Clements2012[37-41],
Kannur,ɾihɛ,ʁiɾ,ɾi'hɛ,ʁiɾ,2,2,CVCV,CVC,ɾi,ʁi,1,1,,rir,laugh,Clements2012[37-41],
Kannur,ɾihɛ,ʁiɾ,ɾi'hɛ,ʁiɾ,2,2,CVCV,CVC,hɛ,ɾ,2,2,,rir,laugh,Clements2012[37-41],
Kannur,ɾiɛ,ʁiɾ,ɾi'ɛ,ʁiɾ,2,2,CVV,CVC,ɾi,ʁi,1,1,,rir,laugh,Clements2012[37-41],
Kannur,ɾiɛ,ʁiɾ,ɾi'ɛ,ʁi,2,2,CVV,CVC,ɛ,ɾ,2,2,,rir,laugh,Clements2012[37-41],
Kannur,fɔʎə,foʎɐ,fɔ'ʎə,ˈfoʎɐ,2,2,CVCV,CVCV,fɔ,fo,1,1,,folha,leaf,Clements2012[37-41],
Kannur,fɔʎə,foʎɐ,fɔ'ʎə,ˈfoʎɐ,2,2,CVCV,CVCV,ʎə,ʎɐ,2,2,,folha,leaf,Clements2012[37-41],
Kannur,left,ʃkeɾdɐ,left, ʃˈkeɾ'dɐ,1,3,CVCC, CVCCV,left,ʃ,1,1,,à esquerda,leftside,Clements2012[37-41],English origin
Kannur,left,ʃkeɾdɐ,left, ʃˈkeɾ'dɐ,1,3,CVCC, CVCCV, ,keɾ,2,2,,à esquerda,leftside,Clements2012[37-41],English origin
Kannur,left,ʃkeɾdɐ,left, ʃˈkeɾ'dɐ,1,3,CVCC, CVCCV,,dɐ,,3,,à esquerda,leftside,Clements2012[37-41],English origin
Kannur,pɛ,peɾnɐ ,pɛ,ˈpeɾnɐ ,1,2,CV,CVCCV ,pɛ,peɾ,1,1,,perna,leg,Clements2012[37-41],
Kannur,pɛ,peɾnɐ ,pɛ,ˈpeɾnɐ ,1,2,CV,CVCCV ,,nɐ ,,2,,perna,leg,Clements2012[37-41],
Kannur,dɛtɛ,dɐjtadu ,dɛ'tɛ, dɐjˈta'du ,2,3,CVCV, CVCCVCV ,dɛ,dɐj,1,1,,estar deitado,lie,Clements2012[37-41],
Kannur,dɛtɛ,dɐjtadu ,dɛ'tɛ, dɐjˈta'du ,2,3,CVCV, CVCCVCV ,tɛ,Ta,2,2,,estar deitado,lie,Clements2012[37-41],
Kannur,dɛtɛ,dɐjtadu ,dɛ'tɛ, dɐjˈta'du ,2,3,CVCV, CVCCVCV ,,du ,,3,,estar deitado,lie,Clements2012[37-41],
Kannur,liveɾ,figɐdu ,li'veɾ,ˈfigɐ'du ,2,3,CVCVC,CVCVCV ,li,fi,1,1,,,liver,Clements2012[37-41],
Kannur,liveɾ,figɐdu ,li'veɾ,ˈfigɐ'du ,2,3,CVCVC,CVCVCV ,veɾ,gɐ,2,2,,,liver,Clements2012[37-41],
Kannur,liveɾ,figɐdu ,li'veɾ,ˈfigɐ'du ,2,3,CVCVC,CVCVCV ,,du ,,3,,,liver,Clements2012[37-41],
Kannur,kumpɾidə,kõpɾidu,kum'pɾi'də,kõˈpɾi'du,3,3,CVCCCVCV,CṼCCVCV,kum,kõ,1,1,,comprido,long,Clements2012[37-41],
Kannur,kumpɾidə,kõpɾidu,kum'pɾi'də,kõˈpɾi'du,3,3,CVCCCVCV,CṼCCVCV,pɾi,pɾi,2,2,,comprido,long,Clements2012[37-41],
Kannur,kumpɾidə,kõpɾidu,kum'pɾi'də,kõˈpɾi'du,3,3,CVCCCVCV,CṼCCVCV,də,du,3,3,,comprido,long,Clements2012[37-41],
Kannur,pioji,pioʎu,pio'ji, piˈo'ʎu,2,3,CVVCV, CVVCV,pio, pi,1,1,,piolho,louse,Clements2012[37-41],
Kannur,pioji,pioʎu,pio'ji, piˈo'ʎu,2,3,CVVCV, CVVCV,, o,,2,,piolho,louse,Clements2012[37-41],
Kannur,pioji,pioʎu,pio'ji, piˈo'ʎu,2,3,CVVCV, CVVCV,ji, ʎu,2,3,,piolho,louse,Clements2012[37-41],
Kannur,ɔmi,omɐ̃j,ɔ'mi,ˈomɐ̃j,2,2,VCV,VCVC,ɔ,o,1,1,,homem,man,Clements2012[37-41],
Kannur,ɔmi,omɐ̃j,ɔ'mi,ˈomɐ̃j,2,2,VCV,VCVC,mi,mɐ̃j,2,2,,homem,man,Clements2012[37-41],
Kannur,bəstantə,mũjtuʃ,bəs'tan'tə,ˈmũjtuʃ,3,2,CVCCVCCV,CṼCCV,bəs,mũj,1,1,,muitos,many,Clements2012[37-41],Not cognates
Kannur,bəstantə,mũjtuʃ,bəs'tan'tə,ˈmũjtuʃ,3,2,CVCCVCCV,CṼCCV,tan,tuʃ,2,2,,muitos,many,Clements2012[37-41],Not cognates
Kannur,bəstantə,mũjtuʃ,bəs'tan'tə,ˈmũjtuʃ,3,2,CVCCVCCV,CṼCCV,tə,,3,,,muitos,many,Clements2012[37-41],Not cognates
Kannur,kaɾni,kaɾnɨ,kaɾ'ni,kaɾ'ni,2,2,CVCCV,CVCCV,kaɾ,kaɾ,1,1,,carne,meat,Clements2012[37-41],
Kannur,kaɾni,kaɾnɨ,kaɾ'ni,kaɾ'ni,2,2,CVCCV,CVCCV,ni,ni,1,1,,carne,meat,Clements2012[37-41],
Kannur,luʋaɾə,luaɾ,luʋ'aɾə,luˈaɾ,3,2,CVCVCV,CVVC,lu,lu,1,1,Epenthesis,luar,moonlight,Clements2012[37-41],
Kannur,luʋaɾə,luaɾ,luʋ'aɾə,luˈaɾ,3,2,CVCVCV,CVVC,ʋa,,2,,Epenthesis,luar,moonlight,Clements2012[37-41],
Kannur,luʋaɾə,luaɾ,luʋ'aɾə,luˈaɾ,3,2,CVCVCV,CVVC,ɾə,aɾ,3,2,Epenthesis,luar,moonlight,Clements2012[37-41],
Kannur,luʋə,luɐ,luʋ'ə,luɐ,2,2,CVCV,CVV,luʋ,lu,1,1,Epenthesis,lua,moon,Clements2012[37-41],
Kannur,luʋə,luɐ,luʋ'ə,luɐ,2,2,CVCV,CVV,ə,ɐ,2,2,Epenthesis,lua,moon,Clements2012[37-41],
Kannur,maj,mɐ̃j̃,maj,mɐ̃j̃,1,1,CVC,CVC̃,maj,mɐ̃j̃,1,1,,mãe,mother,Clements2012[37-41],
Kannur,montaɲə,mõtɐɲɐ,mon'ta'ɲə,mõˈtɐ'ɲɐ,3,3,CVCCVCV,CṼCVCV,mon,mõ,1,1,,montanha,mountain,Clements2012[37-41],
Kannur,montaɲə,mõtɐɲɐ,mon'ta'ɲə,mõˈtɐ'ɲɐ,3,3,CVCCVCV,CṼCVCV,Ta,tɐ,2,2,,montanha,mountain,Clements2012[37-41],
Kannur,montaɲə,mõtɐɲɐ,mon'ta'ɲə,mõˈtɐ'ɲɐ,3,3,CVCCVCV,CṼCVCV,ɲə,ɲɐ,3,3,,montanha,mountain,Clements2012[37-41],
Kannur,bɔkə,bokɐ ,bɔ'kə,ˈbokɐ ,2,2,CVCV,CVCV ,bɔ,bo,1,1,,boca,mouth,Clements2012[37-41],
Kannur,bɔkə,bokɐ ,bɔ'kə,ˈbokɐ ,2,2,CVCV,CVCV ,kə,kɐ ,2,2,,boca,mouth,Clements2012[37-41],
Kannur,,nomɨ,nɔ'mi,ˈnomɨ,2,2,,CVCV,nɔ,no,1,1,,nome,name,Clements2012[37-41],
Kannur,,nomɨ,nɔ'mi,ˈnomɨ,2,2,,CVCV,mi,mɨ,2,2,,nome,name,Clements2012[37-41],
Kannur,idungija,ʃtɾɐjtu,i'dun'gija,ʃˈtɾɐj'tu,3,3,VCVCCVCV,CCVCCV,i,ʃ,1,1,,estreito,narrow,Clements2012[37-41],Malayam Origin
Kannur,idungija,ʃtɾɐjtu,i'dun'gija,ʃˈtɾɐj'tu,3,3,VCVCCVCV,CCVCCV,dun,tɾɐj,2,2,,estreito,narrow,Clements2012[37-41],Malayam Origin
Kannur,idungija,ʃtɾɐjtu,i'dun'gija,ʃˈtɾɐj'tu,3,3,VCVCCVCV,CCVCCV,gija,tu,3,3,,estreito,narrow,Clements2012[37-41],Malayam Origin
Kannur,pɛɾtə,peɾtu ,pɛɾ'tə,ˈpeɾtu ,2,2,CVCCV,CVCCV ,pɛɾ,peɾ,1,1,,perto,near,Clements2012[37-41],
Kannur,pɛɾtə,peɾtu ,pɛɾ'tə,ˈpeɾtu ,2,2,CVCCV,CVCCV ,tə,tu ,2,2,,perto,near,Clements2012[37-41],
Kannur,piskos,pɨʃkosu,pis'kos,pɨʃˈko'su,2,3,CVCCVC,CVCVCV,pis,pɨʃ,1,1,Apocope,pescoço,neck,Clements2012[37-41],
Kannur,piskos,pɨʃkosu,pis'kos,pɨʃˈko'su,2,3,CVCCVC,CVCVCV,,ko,,2,Apocope,pescoço,neck,Clements2012[37-41],
Kannur,piskos,pɨʃkosu,pis'kos,pɨʃˈko'su,2,3,CVCCVC,CVCVCV,kos,su,2,3,Apocope,pescoço,neck,Clements2012[37-41],
Kannur,gaɾgantə,gɐɾgãtɐ,gaɾ'gan'tə,gɐɾˈgã'tɐ,3,3,CVCCVCCV,CVCCãCV,gaɾ,gɐɾ,1,1,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgantə,gɐɾgãtɐ,gaɾ'gan'tə,gɐɾˈgã'tɐ,3,3,CVCCVCCV,CVCCãCV,gan,gã,2,2,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgantə,gɐɾgãtɐ,gaɾ'gan'tə,gɐɾˈgã'tɐ,3,3,CVCCVCCV,CVCCãCV,tə,tɐ,3,3,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgæntə,gɐɾgãtɐ,gaɾ'gæn'tə,gɐɾˈgã'tɐ,3,3,CVCCVCCV,CVCCãCV,gaɾ,gɐɾ,1,1,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgæntə,gɐɾgãtɐ,gaɾ'gæn'tə,gɐɾˈgã'tɐ,3,3,CVCCVCCV,CVCCãCV,gæn,gã,2,2,,garganta,throat,Clements2012[37-41],
Kannur,gaɾgæntə,gɐɾgãtɐ,gaɾ'gæn'tə,gɐɾˈgã'tɐ,3,3,CVCCVCCV,CVCCãCV,tə,tɐ,3,3,,garganta,throat,Clements2012[37-41],
Kannur,nɔʋə,novu ,nɔ'ʋə,ˈnovu ,2,2,CVCV,CVCV ,nɔ,no,1,1,,novo,new,Clements2012[37-41],
Kannur,nɔʋə,novu ,nɔ'ʋə,ˈnovu ,2,2,CVCV,CVCV ,ʋə,vu ,2,2,,novo,new,Clements2012[37-41],
Kannur,nojti,nojtɨ ,noj'ti,ˈnojtɨ ,2,2,CVCCV,CVCCV ,noj,noj,1,1,,noite,night,Clements2012[37-41],
Kannur,nojti,nojtɨ ,noj'ti,ˈnojtɨ ,2,2,CVCCV,CVCCV ,ti,tɨ ,2,2,,noite,night,Clements2012[37-41],
Kannur,naɾis,nɐɾiʒ,na'ɾis,nɐˈɾiʒ,2,2,CVCVC,CVCVC,na,nɐ,1,1,,nariz,nose,Clements2012[37-41],
Kannur,naɾis,nɐɾiʒ,na'ɾis,nɐˈɾiʒ,2,2,CVCVC,CVCVC,ɾis,ɾiʒ,2,2,,nariz,nose,Clements2012[37-41],
Kannur,na,nɐ̃w,na,ˈnɐ̃w,1,1,CV,CVV,na,ˈnɐ̃w,1,1,,não,not,Clements2012[37-41],
Kannur,nu,nɐ̃w,nu,ˈnɐ̃w,1,2,CV,CVV,nu,ˈnɐ̃w,1,1,,não,not,Clements2012[37-41],
Kannur,ʋæli,veʎu,ʋæ'li,ˈveʎu,2,2,CVCV,CVCV,ʋæ,ve,1,1,,velho,old,Clements2012[37-41],
Kannur,ʋæli,veʎu,ʋæ'li,ˈveʎu,2,2,CVCV,CVCV,li,ʎu,2,2,,velho,old,Clements2012[37-41],
Kannur,ʋeliz,vɨʎisɨ,ʋe'liz,vɨˈʎi'sɨ,2,3,CVCVC,CVCVCV,ʋe,vɨ,1,1,,velhice,old age,Clements2012[37-41],
Kannur,ʋeliz,vɨʎisɨ,ʋe'liz,vɨˈʎi'sɨ,2,3,CVCVC,CVCVCV,,ʎi,,2,,velhice,old age,Clements2012[37-41],
Kannur,ʋeliz,vɨʎisɨ,ʋe'liz,vɨˈʎi'sɨ,2,3,CVCVC,CVCVCV,liz,sɨ,2,3,,velhice,old age,Clements2012[37-41],
Kannur,uŋa,ũ ,u'ŋa,ũ ,2,1,VCV,Ṽ ,u,,1,,,um,one,Clements2012[37-41],
Kannur,uŋa,ũ ,u'ŋa,ũ ,2,1,VCV,Ṽ ,ŋa,ũ ,2,1,,um,one,Clements2012[37-41],
Kannur,dusɾɛ,otɾu,dus'ɾɛ,ˈotɾu,2,2,CVCCV,VCCV?,dus,o,1,1,,,other,Clements2012[37-41],
Kannur,dusɾɛ,otɾu,dus'ɾɛ,ˈotɾu,2,2,CVCCV,VCCV?,ɾɛ,tɾu,2,2,,,other,Clements2012[37-41],
Kannur,otɾə,otɾu,o'tɾə,ˈotɾu,2,2,VCCV,VCCV?,o,o,1,1,,outro,other,Clements2012[37-41],
Kannur,otɾə,otɾu,o'tɾə,ˈotɾu,2,2,VCCV,VCCV?,tɾə,tɾu,2,2,,outro,other,Clements2012[37-41],
Kannur,peso,pɨsoɐ ,pe'so,pɨˈso'ɐ ,2,3,CVCV,CVCVV ,Pe,pɨ,1,1,Apocope,pessoa,person,Clements2012[37-41],
Kannur,peso,pɨsoɐ ,pe'so,pɨˈso'ɐ ,2,3,CVCV,CVCVV ,So,Só,2,2,Apocope,pessoa,person,Clements2012[37-41],
Kannur,peso,pɨsoɐ ,pe'so,pɨˈso'ɐ ,2,3,CVCV,CVCVV ,pe'so,ɐ ,3,3,Apocope,pessoa,person,Clements2012[37-41],
Kannur,bɾinkə,bɾĩkaɾ,bɾin'kə,bɾĩˈkaɾ,2,2,CCVCCV,CCṼCVC,bɾin'kə,bɾĩ.ˈkaɾ,1,1,Apocope,brincar,play,Clements2012[37-41],
Kannur,bɾinkə,bɾĩkaɾ,bɾin'kə,bɾĩˈkaɾ,2,2,CCVCCV,CCṼCVC,bɾin'kə,bɾĩ.ˈkaɾ,2,2,Apocope,brincar,play,Clements2012[37-41],
Kannur,pwisɛ,puʃaɾ,pwi'sɛ,puˈʃaɾ,2,2,CVVCV,CVVC,pwi'sɛ,pu.ˈʃaɾ,1,1,,puxar,pull,Clements2012[37-41],
Kannur,pwisɛ,puʃaɾ,pwi'sɛ,puˈʃaɾ,2,2,CVVCV,CVVC,pwi'sɛ,pu.ˈʃaɾ,2,2,,puxar,pull,Clements2012[37-41],
Kannur,puʃɛ,ẽpuʁaɾ,pu'ʃɛ,ẽ'puˈʁaɾ,2,3,CVV,ṼCVCVC,pu,ẽ,1,1,,empurrar,push,Clements2012[37-41],not cognates. May come from english “push”
Kannur,puʃɛ,ẽpuʁaɾ,pu'ʃɛ,ẽ'puˈʁaɾ,2,3,CVV,ṼCVCVC,ʃɛ,pu,2,2,,empurrar,push,Clements2012[37-41],
Kannur,puʃɛ,ẽpuʁaɾ,pu'ʃɛ,ẽ'puˈʁaɾ,2,3,CVV,ṼCVCVC,,ʁaɾ,,3,,empurrar,push,Clements2012[37-41],
Kannur,t̠ʃuʋə,ʃuvɐ,t̠ʃu'ʋə,ˈʃuvɐ,2,2,C̠VCV,VCV,t̠ʃu,ʃu,1,1,,chuva,rain,Clements2012[37-41],
Kannur,t̠ʃuʋə,ʃuvɐ,t̠ʃu'ʋə,ˈʃuvɐ,2,2,C̠VCV,VCV,ʋə,vɐ,2,2,,chuva,rain,Clements2012[37-41],
Kannur,bɾəmɛl,vɨɾmɐjʎu,bɾə'mɛl,vɨɾˈmɐj'ʎu,2,3,CCVCVC,CVCCVCCV,bɾə,vɨɾ,1,1,Metathesis + Apocope,vermelho,red,Clements2012[37-41],
Kannur,bɾəmɛl,vɨɾmɐjʎu,bɾə'mɛl,vɨɾˈmɐj'ʎu,2,3,CCVCVC,CVCCVCCV,,mɐj,,2,Metathesis + Apocope,vermelho,red,Clements2012[37-41],
Kannur,bɾəmɛl,vɨɾmɐjʎu,bɾə'mɛl,vɨɾˈmɐj'ʎu,2,3,CCVCVC,CVCCVCCV,mɛl,ʎu,2,3,Metathesis + Apocope,vermelho,red,Clements2012[37-41],
Kannur,d̠ʒustə,ʒuʃtu,d̠ʒus'tə,ˈʒuʃ'tu,2,2,C̠CVCCV,CVCV,d̠ʒus,ʒuʃ',1,1,,justo,correct,Clements2012[37-41],
Kannur,d̠ʒustə,ʒuʃtu,d̠ʒus'tə,ˈʒuʃ'tu,2,2,C̠CVCCV,CVCV,tə,tu,2,2,,justo,correct,Clements2012[37-41],
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,2,4,CVCCCCVCV,à CVCVCCV,ɾight,à,1,1,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,2,4,CVCCCCVCV,à CVCVCCV,side,di,2,1,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,2,4,CVCCCCVCV,à CVCVCCV,,ɾɐj,,2,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾightside,à diɾɐjtɐ,ɾight'side,à' diˈɾɐj'tɐ,2,4,CVCCCCVCV,à CVCVCCV,,tɐ,,3,,à direita,rightside,Clements2012[37-41],English origin
Kannur,ɾivəɾ,ʁibɐjɾu,ɾi'vəɾ,ʁiˈbɐj'ɾu,2,3,CVCVC,CVCVCCV,ɾi,ʁi,1,1,,ribeiro,river,Clements2012[37-41],English origin
Kannur,ɾivəɾ,ʁibɐjɾu,ɾi'vəɾ,ʁiˈbɐj'ɾu,2,3,CVCVC,CVCVCCV,vəɾ,bɐj,2,2,,ribeiro,river,Clements2012[37-41],English origin
Kannur,ɾivəɾ,ʁibɐjɾu,ɾi'vəɾ,ʁiˈbɐj'ɾu,2,3,CVCVC,CVCVCCV,,ɾu,,3,,ribeiro,river,Clements2012[37-41],English origin
Kannur,kamiɲə,kɐmiɲu,ka'mi'ɲə,kɐˈmi'ɲu,3,3,CVCVCV,CVCVCV,ka,kɐ,1,1,,caminho,road,Clements2012[37-41],
Kannur,kamiɲə,kɐmiɲu,ka'mi'ɲə,kɐˈmi'ɲu,3,3,CVCVCV,CVCVCV,mi,mi,2,2,,caminho,road,Clements2012[37-41],
Kannur,kamiɲə,kɐmiɲu,ka'mi'ɲə,kɐˈmi'ɲu,3,3,CVCVCV,CVCVCV,ɲə,ɲu,3,3,,caminho,road,Clements2012[37-41],
Kannur,ɾoot,ʁɐiʃ ,ɾoot,ʁɐˈiʃ ,1,2,CVVC,CVV ,ɾoot,ʁɐ,1,1,,raiz,root,Clements2012[37-41],English origin
Kannur,ɾoot,ʁɐiʃ ,ɾoot,ʁɐˈiʃ ,1,2,CVVC,CVV ,,iʃ ,2,2,,raiz,root,Clements2012[37-41],English origin
Kannur,kɔɾdə,kɔɾdɐ,kɔɾ'də,ˈkɔɾdɐ,2,2,CVCCV,CVCCV,kɔɾ,kɔɾ,1,1,,corda,rope,Clements2012[37-41],
Kannur,kɔɾdə,kɔɾdɐ,kɔɾ'də,ˈkɔɾdɐ,2,2,CVCCV,CVCCV,də,dɐ,2,2,,corda,rope,Clements2012[37-41],
Kannur,apodɾə,podɾɨ ,a'po'dɾə,ˈpodɾɨ ,3,2,VCVCCV,CVCCV ,a,po,1,1,Prothesis,podre,rotten,Clements2012[37-41],
Kannur,apodɾə,podɾɨ ,a'po'dɾə,ˈpodɾɨ ,3,2,VCVCCV,CVCCV ,po,,2,,Prothesis,podre,rotten,Clements2012[37-41],
Kannur,apodɾə,podɾɨ ,a'po'dɾə,ˈpodɾɨ ,3,2,VCVCCV,CVCCV ,dɾə,dɾɨ ,3,2,Prothesis,podre,rotten,Clements2012[37-41],
Kannur,podɾid,podɾɨ ,po'dɾi'd,ˈpodɾɨ ,3,2,CVCCVC,CVCCV ,po,po. ,1,1,Paragoge,podre,rotten,Clements2012[37-41],
Kannur,podɾid,podɾɨ ,po'dɾi'd,ˈpodɾɨ ,3,2,CVCCVC,CVCCV ,dɾi,,2,,Paragoge,podre,rotten,Clements2012[37-41],
Kannur,podɾid,podɾɨ ,po'dɾi'd,ˈpodɾɨ ,3,2,CVCCVC,CVCCV ,d,dɾɨ ,3,2,Paragoge,podre,rotten,Clements2012[37-41],
Kannur,ɾɛdondə,ʁɨdõdu,ɾɛ'don'də,ʁɨˈdõ'du,3,3,CVCVCCV,CVCṼCV,ɾɛ,ʁɨ,1,1,,redondo,round,Clements2012[37-41],
Kannur,ɾɛdondə,ʁɨdõdu,ɾɛ'don'də,ʁɨˈdõ'du,3,3,CVCVCCV,CVCṼCV,don,dõ,2,2,,redondo,round,Clements2012[37-41],
Kannur,ɾɛdondə,ʁɨdõdu,ɾɛ'don'də,ʁɨˈdõ'du,3,3,CVCVCCV,CVCṼCV,də,du,3,3,,redondo,round,Clements2012[37-41],
Kannur,ɾub,ʃfɾɨgaɾ,ɾub,ʃ'fɾɨˈgaɾ,1,3,CVC,CCVCVC,ɾub,ʃ,1,1,,esfregar,rub,Clements2012[37-41],English origin
Kannur,ɾub,ʃfɾɨgaɾ,ɾub,ʃ'fɾɨˈgaɾ,1,3,CVC,CCVCVC,,fɾɨ,,2,,esfregar,rub,Clements2012[37-41],English origin
Kannur,ɾub,ʃfɾɨgaɾ,ɾub,ʃ'fɾɨˈgaɾ,1,3,CVC,CCVCVC,,gaɾ,,3,,esfregar,rub,Clements2012[37-41],English origin
Kannur,sal,sal,sal,ˈsal,1,1,CVC,CVC,sal,sal,1,1,,sal,salt,Clements2012[37-41],
